Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_History_Months
24,10,16955.675,1295.97291666667,0,1,7,2.0,13,1,4.0,1035.87,24.2162033622279,0,2482.0,21.093040666042,328.46916351816,386
35,10,98646.36,8170.53,5,4,11,2.0,5,12,3.0,559.35,40.333341416529,0,150.307280424728,415.43978636196,531.305933213311,302
21,12,14957.97,986.4975,10,5,18,5.0,27,22,9.0,1765.9,32.0648038090052,1,53.2841921530501,114.856519931815,220.509037915135,236
22,1,38261.7,3088.475,6,4,12,4.0,28,17,0.0,1194.12,32.9463813929205,0,84.7073600733871,212.459427631734,281.680712294879,309
16,1,17715.66,1486.305,6,5,23,6.0,52,20,9.0,4609.86,33.0770373279705,1,52.7099321084537,45.9175662518598,320.003001639687,96
25,8,92091.87,7842.3225,5,4,8,1.0,13,2,0.0,637.18,26.3365668162107,0,49.0080967984676,744.244845635779,270.979307565754,310
20,12,93143.58,7584.965,4,4,10,5.0,18,21,7.0,1354.48,25.2997658547326,1,261.989500665567,458.52637595948494,297.980623374948,92
33,4,33652.17,2602.3475,2,5,8,1.0,13,10,1.0,306.53,36.82935214958329,0,18.9953768223572,222.040327945418,309.199045232225,195
24,1,11834.645,688.220416666667,5,7,10,2.0,27,13,10.0,1095.9,37.6056900178993,1,11.0895748937955,13.7138228487351,284.018643924136,165
38,6,47888.94,4197.745,4,4,27,4.0,12,16,8.0,1835.98,25.9052971651144,1,150.7837450026,87.2185350876462,431.772219909754,168
17,13,17291.27,1226.93916666667,10,9,20,8.0,27,15,8.0,4231.86,29.5614052483573,2,105.15179224355,41.517252323248,266.024872099869,93
51,12,73562.46,5888.205,5,3,15,2.0,8,16,4.0,217.92,39.9559660954722,2,100.650250909688,169.421557726839,568.748691363473,336
14,1,19453.05,1917.0875,3,6,10,6.0,23,15,11.0,731.24,28.9765615995248,1,77.1100886608492,228.143629755171,176.45503158398,204
35,7,15967.505,1474.62541666667,3,5,7,2.0,0,4,2.0,447.66,33.7708463825951,0,16.5261363839965,109.829923924556,301.106481358114,373
18,12,32594.76,2959.23,2,2,11,3.0,11,10,1.0,1146.39,29.7455309481412,0,74.1207308766615,43.2214237783514,418.580845344987,338
45,5,77460.2,6494.01666666667,4,7,25,,23,10,9.0,1329.63,27.8774368465144,2,108.818048163291,235.916445395753,554.667173107622,141
37,6,25173.5,2219.79166666667,6,4,14,3.0,8,13,7.0,955.58,35.8487116489054,1,61.8572712854622,115.995725927269,334.126169453936,205
26,14,36589.09,2829.09083333333,8,4,11,0.0,30,11,4.0,83.53,28.2216968566022,1,0.0,137.919734908033,434.9893484253,340
53,9,53003.18,4275.93166666667,6,6,6,4.0,20,15,4.0,1387.17,26.8600731121765,1,175.35445533671,211.764455790684,320.474255539273,351
16,10,68332.08,5618.34,6,5,34,7.0,27,8,9.0,1462.7,40.6835190932174,1,206.444576995883,412.705372797194,232.684050206922,199
41,7,7901.055,797.42125,8,7,14,5.0,19,14,8.0,2154.6,39.581850547516495,1,24.5732931674058,85.9241642996074,259.244667532987,157
41,3,19188.055,1358.00458333333,5,4,2,3.0,3,10,2.0,464.09,34.2395878062751,0,44.6023701426304,162.412956129371,218.785132061332,267
16,15,50891.94,4081.995,6,6,29,7.0,23,17,7.0,4177.59,30.6620929922533,1,222.544419434381,92.3575365285487,353.29754403707,28
14,1,30228.82,2406.06833333333,8,8,18,8.0,48,16,10.0,1430.8,32.0747742072041,1,131.560713237417,48.3173760645117,300.728744031405,152
15,4,109370.55,9036.2125,4,6,5,1.0,13,12,5.0,1387.19,29.0414835767334,1,86.8235854974944,78.137695682421,978.659968820085,190
32,13,66460.6,5448.38333333333,8,10,16,6.0,31,23,12.0,4681.43,22.9498053353983,1,278.079963081005,373.586276952898,183.172093299431,139
42,1,36690.32,2922.52666666667,3,3,9,6.0,15,14,4.0,874.85,25.3779417705467,1,134.088291524044,147.234770583629,270.929604558994,196
43,9,10227.655,771.304583333333,8,10,15,3.0,55,24,12.0,1784.53,24.7479989380651,1,18.0952442704221,52.1553478642507,296.879866198661,232
19,14,42373.7,3742.1416666666705,0,6,4,3.0,5,6,2.0,1391.5,40.9047141133546,0,88.8603012413087,96.6999251875103,428.653940237848,339
51,12,28880.56,2502.71333333333,3,5,10,1.0,26,9,4.0,412.8,28.8169651350341,1,20.9697293824102,112.448328272012,406.853275678911,306
21,15,148699.32,12432.61,3,4,1138,,13,4,1.0,949.38,28.5107746520678,0,364.915177404871,237.918380931132,880.427441663996,368
36,15,68451.12,5578.26,8,4,8,7.0,10,10,6.0,1215.29,38.8748128897235,1,361.324773947607,99.9183629770415,356.582863075352,138
49,0,89427.12,7485.26,6,5,9,0.0,27,17,1.0,1286.5,40.392338677317106,2,0.0,62.1889749207569,926.337025079243,353
38,2,69312.12,5956.01,8,6,7,4.0,4,9,7.0,170.5,25.1725064995462,1,220.161440784067,212.204310022884,423.235249193049,198
34,15,26498.2,2305.18333333333,7,3,14,4.0,26,18,5.0,16.45,32.0689134209666,0,47.8672359518941,123.957552771004,338.693544610436,352
18,12,14291.24,1291.93666666667,6,10,32,6.0,23,19,6.0,2527.84,32.6032570814338,1,56397.0,,216.589134669126,198
26,8,15669.87,1481.8225,10,5,24,8.0,17,15,10.0,3339.61,36.7564553000977,1,55.25125421374,52.7385445994275,330.192451186833,30
42,3,100192.32,8171.36,8,4,5,4.0,12,9,3.0,1221.55,39.1343271895292,1,167.473655363691,122.490154091687,767.172190544622,305
35,3,147048.8,12299.0666666667,0,1,10,1.0,8,7,4.0,1205.32,36.19217596203271,0,77.9314884705674,459.858976635441,962.116201560658,391
28,10,57132.48,4480.04,0,684,9,2.0,26,3,0.0,1108.63,23.966619983569,2,56.6251246229785,223.918859711633,427.46001566538894,183
14,13,19685.13,1857.4275,6,8,30,8.0,20,16,10.0,4483.98,24.6993779862629,1,80.3528251708077,80.4902862951533,294.899638534039,133
29,12,19801.99,1625.16583333333,3,3,17,4.0,24,17,7.0,2010.01,36.2729161893218,1,52.3693400928622,41.6910641360116,308.45617910446,241
38,8,83601.84,7235.82,9,5,29,7.0,60,17,11.0,4290.72,39.8786884107463,1,439.091848634348,109.136538466089,415.353612899562,70
31,4,36993.43,3348.78583333333,0,4,2,2.0,10,5,0.0,1357.79,35.2817600305946,0,37.6420680526203,141.414786770797,435.821728509917,304
22,5,37360.94,2864.41166666667,10,5,33,5.0,44,12,11.0,1271.23,30.8708079188368,2,93.3417465671605,57.4632110641905,375.636209035316,138
38,7,27947.42,2488.95166666667,7,5,15,2.0,29,19,4.0,1472.05,36.6764240645671,1,31.3353615991763,33.0460789386343,424.513726128856,388
45,10,66881.2,5873.43333333333,3,5,17,,22,20,4.0,240.6,38.6429385253294,1,56.793960097459,532.365220156902,288.184153078973,166
18,12,17670.52,1529.54333333333,10,7,21,8.0,56,19,9.0,4931.01,26.0154900940887,1,15223.0,111.347843148,239.748233439436,60
37,4,84609.78,7225.815,5,4,1,3.0,32,7,0.0,254.3,32.57574032504,0,151.463827787968,232.209266918697,588.908405293335,270
42,8,40612.16,3599.34666666667,3,4,9,0.0,6,11,4.0,314.79,40.1697813346564,0,0.0,113.715537075435,496.219129591232,312
25,6,46586.8,4026.2333333333295,6,7,20,0.0,22,12,8.0,852.2,39.9262527671778,2,0.0,63.836246081891,578.787087251442,109
47,15,108172.29,9230.3575,3,1,7,4.0,0,1,1.0,539.59,26.7392079323082,0,359.907681004692,239.348494410415,603.779574584893,306
45,3,17426.71,1745.22583333333,5,4,10,7.0,21,10,8.0,2353.61,31.7137716845352,1,79.4216294967298,85.375803045037,279.725150791567,97
27,13,97363.36,8059.61333333333,6,6,16,3.0,13,9,6.0,205.37,38.3498205387674,2,152.396913236168,646.090198079906,287.474222017259,168
45,8,87876.27,7232.0225,4,5,15,0.0,7,2712,4.0,502.29,32.9796123198173,1,0.0,157.796159432183,815.406090567817,268
16,4,40896.9,3347.075,5,3,18,3.0,10,13,4.0,365.97,30.8306144390516,1,101.521667559296,130.176754598559,353.009077842145,323
18,10,34746.02,2860.50166666667,4,4,17,1.0,19,20,0.0,1258.88,31.0036523443687,0,18.8607731943516,117.577091734126,409.61230173818893,220
24,10,18735.98,1776.33166666667,6,9,20,3.0,22,20,9.0,1505.0,30.8357332576393,2,41531.0,150.112240639116,260.192783532766,118
22,3,14734.29,1393.8575,7,6,22,6.0,21,19,7.0,4317.42,32.7574569212876,1,50.4599961895208,113.323704904793,265.602048905687,140
53,1,32455.1,2973.59166666667,7,6,13,0.0,7,17,1.0,817.97,36.3366517388056,1,0.0,300.647002721882,286.712163944785,342
20,1,71633.48,5783.45666666667,5,4,3,0.0,8,6,6.0,157.93,29.4515338005532,0,0.0,84.5698945958316,743.775772070835,396
32,9,17455.36,1222.61333333333,7,10,21,7.0,52,19,12.0,1657.79,34.2458053759403,1,58.7962209723819,143.958889692291,209.506222668661,116
48,1,31895.07,2488.9225,3,6,2,4.0,16,8,2.0,220.33,29.7037662138874,0,60.32284544467711,97.9152649336163,360.654139621707,265
36,5,34884.34,2633.02833333333,8,4,30,4.0,8,14,10.0,2162.63,34.7159939589624,1,67.036984289647,62.9028913157053,383.362957727981,176
22,8,151649.36,12823.4466666667,3,7,11,3.0,7,10,3.0,358.17,36.786284737411,0,224.703132791213,304.832354091813,1002.80917978364,363
46,11,31029.7,2519.80833333333,6,7,4,4.0,23,14,1.0,1157.08,34.0163557179932,0,96.4699650072652,23.8201466530049,371.690721673063,232
46,13,40019.72,3565.97666666667,4,7,3,0.0,10,11,2.0,805.43,39.2431302322724,0,33295.0,129.162760314259,487.434906352408,386
36,11,18350.255,1399.18791666667,5,6,19,5.0,27,16,5.0,505.97,24.821717952805,1,58.1780247322403,50.7027249817835,321.038041952643,125
48,2,115476.12,9851.01,1,7,5,0.0,0,10,0.0,162.9,43.9149867270592,0,0.0,112.926038282416,1112.17496171758,377
44,4,72322.52,5982.87666666667,8,5,20,7.0,21,22,10.0,1872.04,31.9891078082549,1,407.507474591769,230.752303885379,210.027888189519,198
32,9,110525.97,9471.4975,7,7,9,5.0,21,16,8.0,993.71,38.9276766440922,1,267.335180415118,142.006741386711,787.807828198171,107
30,4,84687.48,7284.29,1,6,7,2.0,0,5,2.0,320.83,35.5828498500144,0,86.4779301943749,174.871474228828,737.079595576797,252
38,15,59227.68,4790.64,10,5,26,2.0,45,18,14.0,1277.25,26.9063183318787,1,91.5913410073317,166.742518962067,470.730140030602,133
21,4,51333.99,3981.8325,8,7,20,5.0,51,25,14.0,2457.23,25.6953076311874,1,163.837629828895,89.0910756532805,405.254544517824,215
39,5,15251.19,1144.9325,6,6,18,5.0,22,19,8.0,1889.3,25.9413586511225,1,43.7457603744832,33.2157903303955,317.531699295121,66
45,13,56200.53,4544.3775,10,8,31,,37,25,7.0,4968.17,27.9311794795753,1,257.11258333286,,405.613232966653,16
42,3,47370.64,3676.5533333333296,5,6,14,1.0,12,20,0.0,1397.52,36.4299265560804,0,21.716396698325,77.3264703346547,508.612466300354,383
41,1,111112.76,8976.39666666667,7,5,13,0.0,29,18,6.0,261.78,38.9488381608533,1,0.0,572.680156129622,614.959510537045,272
40,5,76428.0,6532.0,10,7,16,6.0,36,16,12.0,2136.57,24.8362885201044,1,330.756313581311,268.717921183862,303.725765234827,166
42,3,135851.24,11418.9366666667,4,4,18,2.0,30,18,8.0,695.12,32.8777891333488,2,206.557193623807,172.65943626095,1002.67703678191,298
35,10,85172.7,6428.92951981217,1,3,3,1.0,8,1849,7.0,394.22,35.7114167841134,0,593.550239866057,,552.273695587965,243
37,3,14951.22,1214.935,7,10,17,8.0,57,21,10.0,3270.39,38.798590247271505,1,51.8411054772287,118.24287504306,231.409519479712,87
16,15,20414.37,1775.1975,6,10,18,4.0,25,16,14.0,1401.52,29.2472208598247,1,55.1445140821016,68.6330470954685,303.74218882243,72
19,0,14920.97,1424.41416666667,6,10,16,2.0,65,16,12.0,1288.58,26.5806411181462,1,19.909512455359,131.956118445296,280.575785766012,158
31,11,44056.29,3946.3575,4,5,29,5.0,5,21,9.0,1474.48,25.9674675001402,1,76752.0,70.2078400412494,425.097043853571,152
20,2,83204.52,6831.71,8,1351,29,5.0,63,17,12.0,3388.37,35.6238380543153,1,276.874813197619,275.837500239709,380.458686562672,153
36,1,29827.76,2385.64666666667,8,8,16,5.0,28,22,6.0,3376.44,24.3223948449859,1,118.942945361503,94.8751249285756,294.746596376588,137
52,3,81223.36,6859.61333333333,3,7,8,0.0,11,5,4.0,121.02,35.9955762157062,0,0.0,53.4151406267623,872.546192706571,236
53,12,64752.4,5652.03333333333,3,3,5,,7,8,0.0,1022.8,33.2610595917941,0,115.341286882341,647.312750422866,92.5492960281259,325
42,1,138188.84,11668.7366666667,7,7,7,6.0,10,16,7.0,277.31,39.7598337264954,1,648.90274241158,398.907463603432,369.063460651654,234
27,10,20487.1,1622.25833333333,8,10,20,3.0,35,21,7.0,2654.31,31.8309982298731,1,30.6229645262975,63.6642684500794,327.938600356956,63
31,7,47119.29,3637.6075,7,5,24,6.0,22,24,10.0,2773.96,33.2776389537334,1,181.403523777442,108.877827508339,323.479398714219,160
24,13,66250.64,5613.88666666667,8,6,18,7.0,49,10,8.0,2073.32,37.2690702730981,1,249.16208263341,305.724043224994,266.502540808262,74
39,0,19609.38,1675.115,9,7,23,,13,21,12.0,4186.04,34.3222909901428,1,87.2815434626506,95.3530476286809,254.876908908669,64
41,3,30416.28,2346.69,5,4,4,0.0,10,3,3.0,1021.07,26.8230304632747,0,0.0,179.237023974751,345.431976025249,225
35,0,34087.65,2900.6375,5,3,8,3.0,29,13,6.0,720.66,34.9247128724272,1,83.61486442201,296.545831414224,189.903054163766,226
37,11,47195.19,3749.9325,9,5,15,7.0,60,26,9.0,2729.04,28.4321880058809,1,178.748232759091,270.196048448153,196.048968792756,44
27,1,15843.23,1520.26916666667,8,6,17,6.0,10,16,8.0,1506.54,32.1944538991816,1,57.9116752547924,166.375267424948,217.739973986926,164
23,11,106168.77,8700.3975,0,4,9,3.0,3,11,4.0,525.82,33.0191251999438,0,191.448805865991,412.653479977351,535.937464156658,293
19,8,57994.96,4653.91333333333,3,5,1,2.0,7,1,6.0,1096.7,34.4346173876701,0,92.4714396230919,72.2541806208884,540.665713089353,223
27,10,50600.01,3923.6675,8,8,18,,25,19,15.0,1691.6,39.9494975848171,1,51.0256479739824,76.3163353778796,515.024766648138,153
19,5,19375.76,1633.64666666667,4,3,6,1.0,32,19,4.0,1053.72,26.4783244603623,1,10.5116188224566,128.793923191773,314.059124652437,332
48,8,12593.765,1085.48041666667,3,5,5,1.0,9,12,0.0,1211.15,32.813460193051,2,6.78637809528582,142.124557586729,249.637105984651,254
19,11,34860.36,2739.03,8,3,14,2.0,2,14,2.0,1301.87,38.7266421632937,1,34.6115847965298,103.471754814301,385.81966038917,398
42,4,58966.89,4628.9075,5,5,7,0.0,28,18,8.0,1452.98,28.9857774116704,1,0.0,432.510184812437,300.380565187563,229
49,15,86957.85,6769.93626930019,5,3,20,0.0,16,16,5.0,424.28,40.1210867447784,2,496.551230699813,,394.724583422359,321
32,0,43070.24,3622.18666666667,3,3,18,1.0,11,8,4.0,1233.1,24.3317717601443,1,30.5760848231615,74.9203748732884,506.722206970217,233
27,5,19441.41,1386.1175,9,8,31,2.0,39,23,10.0,2577.35,32.0475949329292,1,22.3903148601729,12.7092551973668,343.51217994246,199
27,7,34797.74,2911.81166666667,6,4,7,3.0,26,10,3.0,874.86,30.4664032700751,1,56.2740781590615,298.312850736811,216.594237770794,380
26,6,60185.82,4762.485,7,5,14,6.0,8,8,6.0,1089.0,36.4994867891409,1,208.593343996032,304.221528130346,253.433627873622,88
30,7,19632.64,1537.05333333333,5,5,12,5.0,20,11,4.0,2157.76,34.9731681031512,1,54.4832906684602,187.83968043594,201.382362228933,220
34,12,118047.92,9818.32666666667,2,2,1,3.0,12,1,2.0,776.18,35.9624367224094,0,223.075674558394,165.180516999353,843.576475108919,369
31,14,53699.7,4382.975,8,5,13,0.0,20,11,0.0,1422.8,32.2371660665147,0,0.0,112.646051530283,575.651448469717,321
31,6,19215.26,1353.27166666667,4,6,7,2.0,5,11,8.0,1895.14,24.5941118463486,1,20.0538614479036,,281.231126800547,161
30,8,66357.14,5688.76166666667,8,4,8,1.0,12,13,2.0,1414.17,34.8817703473881,0,47.0881364223258,170.25035280187,601.537677442471,237
38,1,126780.48,10443.04,7,4,19,0.0,10,15,1.0,421.38,33.800133642047,2,0.0,344.655429775391,959.648570224609,310
25,7,111845.6,9174.46666666667,3,4,11,1.0,22,19,2.0,302.94,28.2200700780348,0,65.7120078478288,150.146072752871,941.588586065967,284
42,3,69712.2,5841.35,8,7,5,5.0,28,18,6.0,1638.94,27.7775467952353,1,275.125859231674,73.1770931855561,475.83204758277,175
45,0,36338.78,2908.23166666667,8,8,30,5.0,40,20,11.0,1861.75,30.4064533209589,1,86.6799408129351,21.0713176841129,423.07190816961906,74
49,13,127430.52,10870.21,4,5,2,0.0,5,5,1.0,1039.71,38.5877230075578,0,0.0,431.810673287029,905.210326712972,298
39,14,61348.98,5038.415,5,7,9,4.0,24,14,5.0,1240.49,37.1902219564362,2,168.595419025631,123.318391527533,471.927689446836,331
50,15,111674.25,9212.1875,2,6,1,4.0,28,4311,8.0,135.2,24.3412446070604,0,233.817511222833,,549.006302536148,377
15,3,14135.23,1415.93583333333,9,5,21,7.0,39,25,6.0,4671.72,34.0807258248149,1,68.2404893571323,27.7057135297146,305.647380446487,89
18,15,14146.59,1178.8825,3,5,1,1.0,5,3,5.0,1302.82,36.9081033381556,0,7.90492053695413,65.9161110811851,334.067218381861,390
20,2,58367.36,4921.94666666667,5,4,5,2.0,5,11,4.0,1339.95,26.6538329291452,1,55.5815031961593,93.3647927525742,593.248370717933,200
20,12,74449.44,6251.12,7,8,28,,35,19,11.0,2646.0,37.3015100500565,1,319.669520399134,231.271705027503,334.170774573363,68
44,7,3818546.0,2854.39666666667,5,4,10,2.0,17,18,4.0,1151.35,30.5484382431451,1,33.4779963130882,158.251578455818,383.71009189776,203
29,15,7477.175,662.235471490628,9,5,15,8.0,60,17,7.0,4944.58,30.5855954994694,1,86.0428881461236,76.8724967079042,249.256851988678,93
20,9,128427.2,10621.2666666667,5,4,1,3.0,4,8,3.0,201.94,37.0678213343147,0,224.857652551661,173.973307467815,903.295706647192,193
42,14,94663.59,8064.6325,5,4,5,1.0,18,12,7.0,296.19,32.0906479938117,1,48.5164504932559,553.06857972823,464.878219778514,268
24,8,88346.48,7289.20666666667,4,3,18,1.0,9,15,0.0,1392.71,39.6443885055798,2,46.6599138229801,564.150509746087,388.110243097599,275
27,9,8968.555,880.379583333334,10,8,30,8.0,58,19,12.0,2502.86,33.8773049260811,1,57.0788330199455,73.7925190980238,247.166606215364,136
28,8,30883.32,2311.61,6,5,8,3.0,10,10,6.0,1891.76,25.657016448357,1,50.1496983887078,265.556350552627,205.454951058665,182
43,0,16595.94,1175.995,7,5,27,4.0,34,2317,6.0,1747.16,26.1788223247284,1,40.6934204580415,,277.764567645618,83
22,4,107765.7,8982.475,7,5,7,4.0,22,12,6.0,1134.39,35.4989367048927,0,261.260164207203,144.299762405538,732.687573387259,341
52,14,107409.27,8745.7725,8,7,13,1.0,11,20,1.0,550.22,34.8799558537934,1,73127.0,156.14639204534,891.96855437038,325
42,1,95596.35,8024.3625,5,7,12,3.0,11,3,2.0,64.69,39.7120134708132,0,31932.0,,729.103292127551,183
28,15,63455.1,5327.925,4,6,16,4.0,25,15,0.0,419.67,26.009878412735,1,205.609149564171,82.7970225430012,494.386327892828,213
45,3,17458.44,1446.87,9,9,15,6.0,14,20,12.0,2816.06,33.3963190023979,1,66.4030264996231,,212.754777492603,101
32,8,56978.79,4742.2325,10,6,30,6.0,31,20,8.0,1319.37,37.5085442980504,1,251.724185869984,128.742764220217,353.756299909799,82
22,14,90562.83,7299.9025,3,4,1,2.0,2,5,2.0,1217.99,27.5694343885753,0,147.22077347184,503.850339685283,368.919136842878,207
23,4,136566.4,11633.5333333333,6,4,18,2.0,29,10,0.0,40.19,41.506849506037504,0,206.287919140927,85.8681751051145,1111.19723908729,227
51,7,14696.765,1273.73041666667,4,4,6,3.0,2,6,3.0,531.86,39.7124380447751,0,21.4888017135457,15.5068784003373,330.377361552784,236
40,13,16321.82,1566.15166666667,8,10,23,7.0,54,23,12.0,2686.37,35.3061021859121,1,89.4231653215811,58.399366920213,288.792634424873,180
23,14,29570.45,2389.20416666667,0,4,1,4.0,14,0,0.0,194.21,36.6680772864082,0,62.2575457543962,185.810967363208,280.851903549062,304
31,7,90411.9,7394.325,7,3,16,1.0,21,11,5.0,472.21,31.298393302503,1,72.1790917765703,606.549085854387,330.704322369043,364
27,3,34677.86,2725.82166666667,6,5,16,7.0,26,23,6.0,2345.02,28.8467692811211,1,182.58518349626,81.367485604513,258.629497565894,193
50,6,71825.98,6078.49833333333,4,4,3664,3.0,1,11,2.0,153.08,34.4754634159207,2,168.507797359986,195.553897708841,513.788138264506,209
35,1,30371.74,2546.97833333333,3,4,3,4.0,14,10,3.0,202.55,38.5243895907161,0,96.8848564784174,97.7100623895494,350.102914465367,341
38,11,8137.58,554.131666666667,6,4,17,3.0,6,13,6.0,998.45,22.6128114498836,1,14.3029141146172,49.4456466091849,281.664605942865,81
35,13,108205.0,9019.08333333333,3,7,7,6.0,27,10,4.0,872.45,36.6886352070654,1,298.939102680699,173.522117221322,679.447113431312,185
42,1,71690.42,6001.20166666667,1,3,4,4.0,1,6,2.0,1217.03,35.6879626311415,0,180.250546276683,603.651277166138,96.2183432238454,196
28,8,41803.08,3685.59,3,3,13,2.0,28,13,0.0,1204.07,34.6540034801053,1,49.7525098021555,202.130255337628,386.676234860217,344
17,12,9429.325,909.777083333333,5,5,28,2.0,26,17,12.0,2101.94,26.2883737561825,1,12.8515207141082,49.7020196707287,308.424167948497,181
55,13,126004.2,10357.35,5,3,19,4.0,24,13,1.0,932.17,38.4830786744763,1,355.643620648992,185.018702703103,745.072676647905,309
20,0,18438.875,1275.7586924572,0,4,10,1.0,6,11,0.0,435.96,28.2120911346997,0,205.160253499155,60.4743158490275,350.736946527955,383
28,12,44152.16,3831.34666666667,3,7,18,3.0,19,16,1.0,634.52,35.1497660971259,0,107.990233148744,93.7028247965857,431.44160872133693,240
52,15,112383.56,9542.29666666667,4,6,4,,5,11,1.0,1271.36,40.2482693662184,0,0.0,97.4057563811394,1096.82391028553,264
44,14,16989.6,1165.8,5,6,7,3.0,15,0,1.0,59.76,25.445910069522,0,29.1970239200722,64.1968822860321,313.186093793896,243
43,13,12291.445,923.287083333333,5,5,6,3.0,30,17,4.0,1257.59,31.8269947885929,2,21.867691785875,100.191686269758,260.2693302777,259
41,4,50649.6,4431.8,3,5,23,6.0,19,13,8.0,2060.05,36.44391747516529,1,184.661165698439,469.133305065699,79.3855292358617,218
43,14,144037.08,12222.09,6,6,9,2.0,27,10,3.0,696.67,38.4288028841173,0,74503.0,188.5204814166,1048.04968743036,353
19,2,14719.33,1289.07019320298,4,5,9,7.0,9,19,7.0,2421.78,37.4958983904963,1,148.108192335734,124.748405851376,229.145125276582,184
19,4,69941.88,5674.49,5,5,25,7.0,25,8,9.0,1948.88,32.0639864468079,1,403.387931853022,83.3749495305102,320.686118616468,183
23,10,86676.39,7198.0325,7,5,5,7.0,29,19,6.0,1066.91,30.2378336624828,1,453.70346622271904,493.132529865108,52.9672539121728,103
31,0,62050.89,5386.9075,8,7,22,7.0,18,24,13.0,4293.32,32.7724582439236,2,286.959220987279,337.20429790261,174.527231110111,70
40,6,37840.64,2913.38666666667,6,5,5,2.0,29,16,6.0,2641.91,28.2339390544308,1,60.6803604988252,77.4250525939977,403.233253573844,181
15,8,36597.56,3143.79666666667,8,10,29,5.0,56,17,8.0,2963.18,30.6605346780503,2,122.900223045725,39.90888705906,391.570556561882,113
37,2,8571.29,514.274166666667,8,7,24,9.0,53,25,6.0,1716.56,29.1249245920132,1,42.827855239035294,0.0,249.670218593787,145
29,2,33136.35,2681.3625,0,3,12,2.0,0,1,0.0,4.64,36.0439165236907,0,31.9236340376021,113.84502984053,382.367586121868,398
39,4,10395.46,1160.28833333333,6,8,5697,9.0,54,25,9.0,1781.57,28.8779515805556,1,68.9343831079259,63.5673821581303,273.527068067277,170
